question,answer,difficulty,questionLanguageId,explanationId,canonicalProblemId
"Find the value of \(\frac{81^2}{3^6}\).","5","Easy","QL-052","ES-003","CP03"
"Compare \(25^3\) and \(5^7\).","5","Medium","QL-053","ES-003","CP03"
"Which is smaller, \(4^6\) or \(8^4\)?","2^4","Medium","QL-054","ES-003","CP03"
"If \(16^{x-1}=2^{12}\), find \(x\).","5","Medium","QL-055","ES-003","CP03"
"If \(125^2=5^x\), find \(x\).","2^4","Easy","QL-056","ES-003","CP03"
"Simplify \(64 \times 2^3\).","2^4","Hard","QL-057","ES-003","CP03"
"Find the simplified form of \(\frac{9^4}{27^2}\).","2^11","Medium","QL-058","ES-003","CP03"
"If \(25^{x+1}=5^{10}\), find \(x\).","2^4","Hard","QL-059","ES-003","CP03"
"Compare \(32^2\) and \(4^5\).","2^11","Medium","QL-060","ES-003","CP03"
"Which of the following is greater: \(8^3\) or \(2^8\)?","2^11","Easy","QL-061","ES-003","CP03"
"Which of the following is smaller: \(27^2\) or \(3^7\)?","2^4","Hard","QL-062","ES-003","CP03"
"Arrange the following in increasing order: \(2^{10}\), \(4^4\), \(8^3\).","2^11","Medium","QL-063","ES-003","CP03"
"Arrange the following in decreasing order: \(3^6\), \(9^2\), \(27^2\).","5","Hard","QL-064","ES-003","CP03"
"If \(32^x=2^{20}\), the value of \(x\) is:","2^4","Easy","QL-065","ES-003","CP03"
"If \(81^x=3^{16}\), find the missing exponent.","5","Easy","QL-066","ES-003","CP03"
"If \(16^{x+1}=2^{12}\), choose the correct value of \(x\).","2^11","Easy","QL-067","ES-003","CP03"
"If \(125^x=5^9\), determine the exponent.","5","Easy","QL-068","ES-003","CP03"
"Identify the largest expression among \(4^5\), \(8^3\), and \(2^{11}\).","2^4","Hard","QL-069","ES-003","CP03"
"Identify the smallest expression among \(9^3\), \(27^2\), and \(3^7\).","5","Easy","QL-070","ES-003","CP03"
"Simplify \(8^3 \div 2^5\).","2^4","Hard","QL-041","ES-003","CP03"
"Find the value of \(27^2 \div 3^4\).","2^4","Hard","QL-042","ES-003","CP03"
"Simplify \(16^3 \div 4^2\).","2^11","Medium","QL-043","ES-003","CP03"
"Compare \(4^5\) and \(2^{11}\).","2^4","Easy","QL-044","ES-003","CP03"
"Which is greater, \(8^4\) or \(16^3\)?","2^11","Hard","QL-045","ES-003","CP03"
"Arrange \(3^5\), \(9^3\), and \(27^2\) in increasing order.","2^4","Medium","QL-046","ES-003","CP03"
"If \(4^x=2^{10}\), find \(x\).","2^11","Medium","QL-047","ES-003","CP03"
"If \(9^{x+1}=3^8\), find \(x\).","2^11","Medium","QL-048","ES-003","CP03"
"If \(8^{2x}=2^{12}\), find \(x\).","2^4","Easy","QL-049","ES-003","CP03"
"If \(27^2=3^x\), find \(x\).","2^11","Easy","QL-050","ES-003","CP03"
"Simplify \(\frac{32^2}{2^7}\).","5","Easy","QL-051","ES-003","CP03"
"Find the value of \(\frac{81^2}{3^6}\).","5","Medium","QL-052","ES-003","CP03"
"Compare \(25^3\) and \(5^7\).","5","Hard","QL-053","ES-003","CP03"
"Which is smaller, \(4^6\) or \(8^4\)?","5","Easy","QL-054","ES-003","CP03"
"If \(16^{x-1}=2^{12}\), find \(x\).","2^11","Medium","QL-055","ES-003","CP03"
"If \(125^2=5^x\), find \(x\).","2^4","Medium","QL-056","ES-003","CP03"
"Simplify \(64 \times 2^3\).","2^4","Hard","QL-057","ES-003","CP03"
"Find the simplified form of \(\frac{9^4}{27^2}\).","5","Medium","QL-058","ES-003","CP03"
"If \(25^{x+1}=5^{10}\), find \(x\).","2^11","Medium","QL-059","ES-003","CP03"
"Compare \(32^2\) and \(4^5\).","2^4","Easy","QL-060","ES-003","CP03"
"Which of the following is greater: \(8^3\) or \(2^8\)?","2^4","Medium","QL-061","ES-003","CP03"
"Which of the following is smaller: \(27^2\) or \(3^7\)?","5","Easy","QL-062","ES-003","CP03"
"Arrange the following in increasing order: \(2^{10}\), \(4^4\), \(8^3\).","5","Hard","QL-063","ES-003","CP03"
"Arrange the following in decreasing order: \(3^6\), \(9^2\), \(27^2\).","5","Medium","QL-064","ES-003","CP03"
"If \(32^x=2^{20}\), the value of \(x\) is:","2^4","Easy","QL-065","ES-003","CP03"
"If \(81^x=3^{16}\), find the missing exponent.","2^4","Medium","QL-066","ES-003","CP03"
"If \(16^{x+1}=2^{12}\), choose the correct value of \(x\).","5","Medium","QL-067","ES-003","CP03"
"If \(125^x=5^9\), determine the exponent.","2^11","Easy","QL-068","ES-003","CP03"
"Identify the largest expression among \(4^5\), \(8^3\), and \(2^{11}\).","5","Hard","QL-069","ES-003","CP03"
"Identify the smallest expression among \(9^3\), \(27^2\), and \(3^7\).","5","Medium","QL-070","ES-003","CP03"
"Simplify \(8^3 \div 2^5\).","5","Medium","QL-041","ES-003","CP03"
"Find the value of \(27^2 \div 3^4\).","2^11","Easy","QL-042","ES-003","CP03"
"Simplify \(16^3 \div 4^2\).","5","Hard","QL-043","ES-003","CP03"
"Compare \(4^5\) and \(2^{11}\).","5","Easy","QL-044","ES-003","CP03"
"Which is greater, \(8^4\) or \(16^3\)?","2^4","Medium","QL-045","ES-003","CP03"
"Arrange \(3^5\), \(9^3\), and \(27^2\) in increasing order.","2^4","Easy","QL-046","ES-003","CP03"
"If \(4^x=2^{10}\), find \(x\).","2^11","Medium","QL-047","ES-003","CP03"
"If \(9^{x+1}=3^8\), find \(x\).","2^4","Easy","QL-048","ES-003","CP03"
"If \(8^{2x}=2^{12}\), find \(x\).","2^11","Medium","QL-049","ES-003","CP03"
"If \(27^2=3^x\), find \(x\).","2^4","Hard","QL-050","ES-003","CP03"
"Simplify \(\frac{32^2}{2^7}\).","2^11","Medium","QL-051","ES-003","CP03"
"Find the value of \(\frac{81^2}{3^6}\).","2^11","Easy","QL-052","ES-003","CP03"
"Compare \(25^3\) and \(5^7\).","2^11","Easy","QL-053","ES-003","CP03"
"Which is smaller, \(4^6\) or \(8^4\)?","2^4","Medium","QL-054","ES-003","CP03"
"If \(16^{x-1}=2^{12}\), find \(x\).","2^11","Easy","QL-055","ES-003","CP03"
"If \(125^2=5^x\), find \(x\).","2^11","Medium","QL-056","ES-003","CP03"
"Simplify \(64 \times 2^3\).","2^4","Hard","QL-057","ES-003","CP03"
"Find the simplified form of \(\frac{9^4}{27^2}\).","2^11","Medium","QL-058","ES-003","CP03"
"If \(25^{x+1}=5^{10}\), find \(x\).","2^11","Hard","QL-059","ES-003","CP03"
"Compare \(32^2\) and \(4^5\).","2^4","Easy","QL-060","ES-003","CP03"
"Which of the following is greater: \(8^3\) or \(2^8\)?","5","Medium","QL-061","ES-003","CP03"
"Which of the following is smaller: \(27^2\) or \(3^7\)?","2^4","Hard","QL-062","ES-003","CP03"
"Arrange the following in increasing order: \(2^{10}\), \(4^4\), \(8^3\).","2^11","Medium","QL-063","ES-003","CP03"
"Arrange the following in decreasing order: \(3^6\), \(9^2\), \(27^2\).","2^4","Hard","QL-064","ES-003","CP03"
"If \(32^x=2^{20}\), the value of \(x\) is:","2^11","Medium","QL-065","ES-003","CP03"
"If \(81^x=3^{16}\), find the missing exponent.","2^4","Medium","QL-066","ES-003","CP03"
"If \(16^{x+1}=2^{12}\), choose the correct value of \(x\).","5","Hard","QL-067","ES-003","CP03"
"If \(125^x=5^9\), determine the exponent.","2^4","Medium","QL-068","ES-003","CP03"
"Identify the largest expression among \(4^5\), \(8^3\), and \(2^{11}\).","2^11","Hard","QL-069","ES-003","CP03"
"Identify the smallest expression among \(9^3\), \(27^2\), and \(3^7\).","5","Easy","QL-070","ES-003","CP03"
"Simplify \(8^3 \div 2^5\).","5","Easy","QL-041","ES-003","CP03"
"Find the value of \(27^2 \div 3^4\).","2^11","Easy","QL-042","ES-003","CP03"
"Simplify \(16^3 \div 4^2\).","5","Medium","QL-043","ES-003","CP03"
"Compare \(4^5\) and \(2^{11}\).","2^4","Easy","QL-044","ES-003","CP03"
"Which is greater, \(8^4\) or \(16^3\)?","2^4","Easy","QL-045","ES-003","CP03"
"Arrange \(3^5\), \(9^3\), and \(27^2\) in increasing order.","5","Medium","QL-046","ES-003","CP03"
"If \(4^x=2^{10}\), find \(x\).","5","Hard","QL-047","ES-003","CP03"
"If \(9^{x+1}=3^8\), find \(x\).","2^11","Hard","QL-048","ES-003","CP03"
"If \(8^{2x}=2^{12}\), find \(x\).","2^4","Medium","QL-049","ES-003","CP03"
"If \(27^2=3^x\), find \(x\).","2^11","Hard","QL-050","ES-003","CP03"
"Simplify \(\frac{32^2}{2^7}\).","2^4","Medium","QL-051","ES-003","CP03"
"Find the value of \(\frac{81^2}{3^6}\).","2^4","Hard","QL-052","ES-003","CP03"
"Compare \(25^3\) and \(5^7\).","2^4","Medium","QL-053","ES-003","CP03"
"Which is smaller, \(4^6\) or \(8^4\)?","2^11","Medium","QL-054","ES-003","CP03"
"If \(16^{x-1}=2^{12}\), find \(x\).","5","Medium","QL-055","ES-003","CP03"
"If \(125^2=5^x\), find \(x\).","5","Hard","QL-056","ES-003","CP03"
"Simplify \(64 \times 2^3\).","5","Easy","QL-057","ES-003","CP03"
"Find the simplified form of \(\frac{9^4}{27^2}\).","2^4","Medium","QL-058","ES-003","CP03"
"If \(25^{x+1}=5^{10}\), find \(x\).","2^4","Easy","QL-059","ES-003","CP03"
"Compare \(32^2\) and \(4^5\).","2^4","Hard","QL-060","ES-003","CP03"
"Which of the following is greater: \(8^3\) or \(2^8\)?","2^11","Easy","QL-061","ES-003","CP03"
"Which of the following is smaller: \(27^2\) or \(3^7\)?","2^11","Medium","QL-062","ES-003","CP03"
"Arrange the following in increasing order: \(2^{10}\), \(4^4\), \(8^3\).","5","Medium","QL-063","ES-003","CP03"
"Arrange the following in decreasing order: \(3^6\), \(9^2\), \(27^2\).","2^4","Easy","QL-064","ES-003","CP03"
"If \(32^x=2^{20}\), the value of \(x\) is:","2^4","Easy","QL-065","ES-003","CP03"
"If \(81^x=3^{16}\), find the missing exponent.","2^11","Medium","QL-066","ES-003","CP03"
"If \(16^{x+1}=2^{12}\), choose the correct value of \(x\).","2^4","Hard","QL-067","ES-003","CP03"
"If \(125^x=5^9\), determine the exponent.","5","Hard","QL-068","ES-003","CP03"
"Identify the largest expression among \(4^5\), \(8^3\), and \(2^{11}\).","2^4","Hard","QL-069","ES-003","CP03"
"Identify the smallest expression among \(9^3\), \(27^2\), and \(3^7\).","2^11","Medium","QL-070","ES-003","CP03"
"Simplify \(8^3 \div 2^5\).","2^11","Hard","QL-041","ES-003","CP03"
"Find the value of \(27^2 \div 3^4\).","2^11","Hard","QL-042","ES-003","CP03"
"Simplify \(16^3 \div 4^2\).","5","Easy","QL-043","ES-003","CP03"
"Compare \(4^5\) and \(2^{11}\).","2^11","Medium","QL-044","ES-003","CP03"
"Which is greater, \(8^4\) or \(16^3\)?","2^4","Medium","QL-045","ES-003","CP03"
"Arrange \(3^5\), \(9^3\), and \(27^2\) in increasing order.","2^11","Hard","QL-046","ES-003","CP03"
"If \(4^x=2^{10}\), find \(x\).","2^11","Easy","QL-047","ES-003","CP03"
"If \(9^{x+1}=3^8\), find \(x\).","5","Easy","QL-048","ES-003","CP03"
"If \(8^{2x}=2^{12}\), find \(x\).","2^4","Medium","QL-049","ES-003","CP03"
"If \(27^2=3^x\), find \(x\).","5","Medium","QL-050","ES-003","CP03"
"Simplify \(\frac{32^2}{2^7}\).","2^11","Easy","QL-051","ES-003","CP03"
"Find the value of \(\frac{81^2}{3^6}\).","5","Medium","QL-052","ES-003","CP03"
"Compare \(25^3\) and \(5^7\).","2^4","Easy","QL-053","ES-003","CP03"
"Which is smaller, \(4^6\) or \(8^4\)?","5","Medium","QL-054","ES-003","CP03"
"If \(16^{x-1}=2^{12}\), find \(x\).","5","Medium","QL-055","ES-003","CP03"
"If \(125^2=5^x\), find \(x\).","2^11","Medium","QL-056","ES-003","CP03"
"Simplify \(64 \times 2^3\).","2^4","Medium","QL-057","ES-003","CP03"
"Find the simplified form of \(\frac{9^4}{27^2}\).","5","Medium","QL-058","ES-003","CP03"
"If \(25^{x+1}=5^{10}\), find \(x\).","2^4","Medium","QL-059","ES-003","CP03"
"Compare \(32^2\) and \(4^5\).","2^11","Easy","QL-060","ES-003","CP03"
"Which of the following is greater: \(8^3\) or \(2^8\)?","5","Easy","QL-061","ES-003","CP03"
"Which of the following is smaller: \(27^2\) or \(3^7\)?","5","Easy","QL-062","ES-003","CP03"
"Arrange the following in increasing order: \(2^{10}\), \(4^4\), \(8^3\).","2^4","Hard","QL-063","ES-003","CP03"
"Arrange the following in decreasing order: \(3^6\), \(9^2\), \(27^2\).","2^11","Medium","QL-064","ES-003","CP03"
"If \(32^x=2^{20}\), the value of \(x\) is:","2^4","Easy","QL-065","ES-003","CP03"
"If \(81^x=3^{16}\), find the missing exponent.","5","Easy","QL-066","ES-003","CP03"
"If \(16^{x+1}=2^{12}\), choose the correct value of \(x\).","5","Medium","QL-067","ES-003","CP03"
"If \(125^x=5^9\), determine the exponent.","5","Easy","QL-068","ES-003","CP03"
"Identify the largest expression among \(4^5\), \(8^3\), and \(2^{11}\).","2^4","Medium","QL-069","ES-003","CP03"
"Identify the smallest expression among \(9^3\), \(27^2\), and \(3^7\).","2^11","Easy","QL-070","ES-003","CP03"
"Simplify \(8^3 \div 2^5\).","2^11","Medium","QL-041","ES-003","CP03"
"Find the value of \(27^2 \div 3^4\).","2^11","Medium","QL-042","ES-003","CP03"
"Simplify \(16^3 \div 4^2\).","2^11","Easy","QL-043","ES-003","CP03"
"Compare \(4^5\) and \(2^{11}\).","5","Easy","QL-044","ES-003","CP03"
"Which is greater, \(8^4\) or \(16^3\)?","2^11","Medium","QL-045","ES-003","CP03"
"Arrange \(3^5\), \(9^3\), and \(27^2\) in increasing order.","2^4","Medium","QL-046","ES-003","CP03"
"If \(4^x=2^{10}\), find \(x\).","2^4","Easy","QL-047","ES-003","CP03"
"If \(9^{x+1}=3^8\), find \(x\).","5","Easy","QL-048","ES-003","CP03"
"If \(8^{2x}=2^{12}\), find \(x\).","2^11","Easy","QL-049","ES-003","CP03"
"If \(27^2=3^x\), find \(x\).","5","Medium","QL-050","ES-003","CP03"
"Simplify \(\frac{32^2}{2^7}\).","2^11","Hard","QL-051","ES-003","CP03"
"Find the value of \(\frac{81^2}{3^6}\).","5","Hard","QL-052","ES-003","CP03"
"Compare \(25^3\) and \(5^7\).","2^4","Medium","QL-053","ES-003","CP03"
"Which is smaller, \(4^6\) or \(8^4\)?","2^11","Easy","QL-054","ES-003","CP03"
"If \(16^{x-1}=2^{12}\), find \(x\).","2^11","Medium","QL-055","ES-003","CP03"
"If \(125^2=5^x\), find \(x\).","2^11","Easy","QL-056","ES-003","CP03"
"Simplify \(64 \times 2^3\).","2^11","Medium","QL-057","ES-003","CP03"
"Find the simplified form of \(\frac{9^4}{27^2}\).","2^4","Medium","QL-058","ES-003","CP03"
"If \(25^{x+1}=5^{10}\), find \(x\).","5","Easy","QL-059","ES-003","CP03"
"Compare \(32^2\) and \(4^5\).","2^4","Medium","QL-060","ES-003","CP03"
"Which of the following is greater: \(8^3\) or \(2^8\)?","2^11","Easy","QL-061","ES-003","CP03"
"Which of the following is smaller: \(27^2\) or \(3^7\)?","2^4","Easy","QL-062","ES-003","CP03"
"Arrange the following in increasing order: \(2^{10}\), \(4^4\), \(8^3\).","2^4","Medium","QL-063","ES-003","CP03"
"Arrange the following in decreasing order: \(3^6\), \(9^2\), \(27^2\).","2^11","Medium","QL-064","ES-003","CP03"
"If \(32^x=2^{20}\), the value of \(x\) is:","2^4","Medium","QL-065","ES-003","CP03"
"If \(81^x=3^{16}\), find the missing exponent.","2^11","Medium","QL-066","ES-003","CP03"
"If \(16^{x+1}=2^{12}\), choose the correct value of \(x\).","2^11","Medium","QL-067","ES-003","CP03"
"If \(125^x=5^9\), determine the exponent.","2^4","Easy","QL-068","ES-003","CP03"
"Identify the largest expression among \(4^5\), \(8^3\), and \(2^{11}\).","5","Easy","QL-069","ES-003","CP03"
"Identify the smallest expression among \(9^3\), \(27^2\), and \(3^7\).","2^11","Hard","QL-070","ES-003","CP03"
"Simplify \(8^3 \div 2^5\).","2^11","Medium","QL-041","ES-003","CP03"
"Find the value of \(27^2 \div 3^4\).","2^11","Medium","QL-042","ES-003","CP03"
"Simplify \(16^3 \div 4^2\).","2^4","Easy","QL-043","ES-003","CP03"
"Compare \(4^5\) and \(2^{11}\).","2^11","Easy","QL-044","ES-003","CP03"
"Which is greater, \(8^4\) or \(16^3\)?","5","Medium","QL-045","ES-003","CP03"
"Arrange \(3^5\), \(9^3\), and \(27^2\) in increasing order.","5","Medium","QL-046","ES-003","CP03"
"If \(4^x=2^{10}\), find \(x\).","2^4","Easy","QL-047","ES-003","CP03"
"If \(9^{x+1}=3^8\), find \(x\).","5","Easy","QL-048","ES-003","CP03"
"If \(8^{2x}=2^{12}\), find \(x\).","2^11","Easy","QL-049","ES-003","CP03"
"If \(27^2=3^x\), find \(x\).","5","Hard","QL-050","ES-003","CP03"
"Simplify \(\frac{32^2}{2^7}\).","2^4","Medium","QL-051","ES-003","CP03"
"Find the value of \(\frac{81^2}{3^6}\).","5","Hard","QL-052","ES-003","CP03"
"Compare \(25^3\) and \(5^7\).","2^11","Medium","QL-053","ES-003","CP03"
"Which is smaller, \(4^6\) or \(8^4\)?","2^4","Easy","QL-054","ES-003","CP03"
"If \(16^{x-1}=2^{12}\), find \(x\).","5","Medium","QL-055","ES-003","CP03"
"If \(125^2=5^x\), find \(x\).","5","Easy","QL-056","ES-003","CP03"
"Simplify \(64 \times 2^3\).","5","Easy","QL-057","ES-003","CP03"
"Find the simplified form of \(\frac{9^4}{27^2}\).","5","Hard","QL-058","ES-003","CP03"
"If \(25^{x+1}=5^{10}\), find \(x\).","5","Easy","QL-059","ES-003","CP03"
"Compare \(32^2\) and \(4^5\).","2^11","Medium","QL-060","ES-003","CP03"
"Which of the following is greater: \(8^3\) or \(2^8\)?","5","Medium","QL-061","ES-003","CP03"
"Which of the following is smaller: \(27^2\) or \(3^7\)?","2^4","Easy","QL-062","ES-003","CP03"
"Arrange the following in increasing order: \(2^{10}\), \(4^4\), \(8^3\).","2^4","Medium","QL-063","ES-003","CP03"
"Arrange the following in decreasing order: \(3^6\), \(9^2\), \(27^2\).","2^11","Easy","QL-064","ES-003","CP03"
"If \(32^x=2^{20}\), the value of \(x\) is:","2^11","Easy","QL-065","ES-003","CP03"
"If \(81^x=3^{16}\), find the missing exponent.","2^11","Easy","QL-066","ES-003","CP03"
"If \(16^{x+1}=2^{12}\), choose the correct value of \(x\).","2^4","Medium","QL-067","ES-003","CP03"
"If \(125^x=5^9\), determine the exponent.","2^4","Easy","QL-068","ES-003","CP03"
"Identify the largest expression among \(4^5\), \(8^3\), and \(2^{11}\).","2^4","Medium","QL-069","ES-003","CP03"
"Identify the smallest expression among \(9^3\), \(27^2\), and \(3^7\).","2^4","Medium","QL-070","ES-003","CP03"
"Simplify \(8^3 \div 2^5\).","5","Easy","QL-041","ES-003","CP03"
"Find the value of \(27^2 \div 3^4\).","5","Easy","QL-042","ES-003","CP03"
"Simplify \(16^3 \div 4^2\).","2^4","Medium","QL-043","ES-003","CP03"
"Compare \(4^5\) and \(2^{11}\).","5","Medium","QL-044","ES-003","CP03"
"Which is greater, \(8^4\) or \(16^3\)?","5","Hard","QL-045","ES-003","CP03"
"Arrange \(3^5\), \(9^3\), and \(27^2\) in increasing order.","5","Hard","QL-046","ES-003","CP03"
"If \(4^x=2^{10}\), find \(x\).","2^4","Easy","QL-047","ES-003","CP03"
"If \(9^{x+1}=3^8\), find \(x\).","5","Medium","QL-048","ES-003","CP03"
"If \(8^{2x}=2^{12}\), find \(x\).","2^4","Easy","QL-049","ES-003","CP03"
"If \(27^2=3^x\), find \(x\).","2^4","Medium","QL-050","ES-003","CP03"
"Simplify \(\frac{32^2}{2^7}\).","2^11","Medium","QL-051","ES-003","CP03"
"Find the value of \(\frac{81^2}{3^6}\).","5","Easy","QL-052","ES-003","CP03"
"Compare \(25^3\) and \(5^7\).","2^4","Easy","QL-053","ES-003","CP03"
"Which is smaller, \(4^6\) or \(8^4\)?","2^11","Easy","QL-054","ES-003","CP03"
"If \(16^{x-1}=2^{12}\), find \(x\).","2^11","Medium","QL-055","ES-003","CP03"
"If \(125^2=5^x\), find \(x\).","2^11","Medium","QL-056","ES-003","CP03"
"Simplify \(64 \times 2^3\).","2^4","Easy","QL-057","ES-003","CP03"
"Find the simplified form of \(\frac{9^4}{27^2}\).","2^4","Easy","QL-058","ES-003","CP03"
"If \(25^{x+1}=5^{10}\), find \(x\).","2^4","Medium","QL-059","ES-003","CP03"
"Compare \(32^2\) and \(4^5\).","5","Easy","QL-060","ES-003","CP03"
"Simplify \(2^{-3}\).","3^2","Hard","QL-071","ES-004","CP04"
"Find the value of \(5^{-2}\).","1/8","Hard","QL-072","ES-004","CP04"
"Simplify \(3^4 \times 3^{-2}\).","3^2","Medium","QL-073","ES-004","CP04"
"What is the value of \(\frac{2^{-1}}{2^{-4}}\)?","1/8","Easy","QL-074","ES-004","CP04"
"Simplify \(7^3 \times 7^{-1}\).","3^2","Medium","QL-075","ES-004","CP04"
"Find the value of \(\frac{5^{-2}}{5^{-4}}\).","1/8","Hard","QL-076","ES-004","CP04"
"Simplify \(10^{-3} \times 10^5\).","3^2","Medium","QL-077","ES-004","CP04"
"What is the simplified form of \(4^{-2} \times 4^5\)?","1/8","Medium","QL-078","ES-004","CP04"
"Simplify \(\frac{3^2}{3^{-1}}\).","3^2","Medium","QL-079","ES-004","CP04"
"Find the value of \(2^{-4} \times 2^6\).","1/8","Easy","QL-080","ES-004","CP04"
"Express the following with positive exponents: \(5^{-3}\).","1/8","Medium","QL-081","ES-004","CP04"
"Rewrite \(2^{-2} \times 2^5\) in simplest form.","3^2","Hard","QL-082","ES-004","CP04"
"Determine the value of \(10^{-2}\).","1/8","Easy","QL-083","ES-004","CP04"
"Simplify and find the answer: \(3^{-1} \times 3^4\).","3^2","Easy","QL-084","ES-004","CP04"
"The simplified form of \(7^{-2} \times 7^5\) is:","1/8","Medium","QL-085","ES-004","CP04"
"Simplify \(2^{-3}\).","3^2","Hard","QL-071","ES-004","CP04"
"Find the value of \(5^{-2}\).","1/8","Hard","QL-072","ES-004","CP04"
"Simplify \(3^4 \times 3^{-2}\).","3^2","Easy","QL-073","ES-004","CP04"
"What is the value of \(\frac{2^{-1}}{2^{-4}}\)?","1/8","Easy","QL-074","ES-004","CP04"
"Simplify \(7^3 \times 7^{-1}\).","3^2","Easy","QL-075","ES-004","CP04"
"Find the value of \(\frac{5^{-2}}{5^{-4}}\).","3^2","Hard","QL-076","ES-004","CP04"
"Simplify \(10^{-3} \times 10^5\).","1/8","Hard","QL-077","ES-004","CP04"
"What is the simplified form of \(4^{-2} \times 4^5\)?","3^2","Medium","QL-078","ES-004","CP04"
"Simplify \(\frac{3^2}{3^{-1}}\).","1/8","Easy","QL-079","ES-004","CP04"
"Find the value of \(2^{-4} \times 2^6\).","3^2","Hard","QL-080","ES-004","CP04"
"Express the following with positive exponents: \(5^{-3}\).","1/8","Medium","QL-081","ES-004","CP04"
"Rewrite \(2^{-2} \times 2^5\) in simplest form.","3^2","Easy","QL-082","ES-004","CP04"
"Determine the value of \(10^{-2}\).","1/8","Easy","QL-083","ES-004","CP04"
"Simplify and find the answer: \(3^{-1} \times 3^4\).","3^2","Medium","QL-084","ES-004","CP04"
"The simplified form of \(7^{-2} \times 7^5\) is:","1/8","Hard","QL-085","ES-004","CP04"
"Simplify \(2^{-3}\).","1/8","Medium","QL-071","ES-004","CP04"
"Find the value of \(5^{-2}\).","3^2","Easy","QL-072","ES-004","CP04"
