"Question ID","Canonical Problem","Difficulty","Topology","Question Language ID","Explanation Style ID","Question","Answer","Explanation","Divisor","Remainder","Quotient","Dividend","Lower Bound","Upper Bound"
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:483","CP-006","Easy","Missing Component","QL-019","ES-003","A dividend 25 gives quotient 12 and remainder 1. Determine the divisor.","2","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

2","2","1","12","25","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:484","CP-006","Medium","Missing Component","QL-018","ES-003","Find the divisor if dividend = 2850, quotient = 203, and remainder = 8.","14","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

14","14","8","203","2850","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:485","CP-006","Easy","Missing Component","QL-019","ES-004","A dividend 361 gives quotient 22 and remainder 9. Determine the divisor.","16","Rearrange the division formula and simplify.

Answer:

16","16","9","22","361","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:486","CP-006","Medium","Missing Component","QL-018","ES-003","Find the divisor if dividend = 7184, quotient = 449, and remainder = 0.","16","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

16","16","0","449","7184","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:487","CP-006","Easy","Missing Component","QL-018","ES-003","Find the divisor if dividend = 57, quotient = 28, and remainder = 1.","2","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

2","2","1","28","57","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:488","CP-006","Medium","Missing Component","QL-019","ES-004","A dividend 11902 gives quotient 270 and remainder 22. Determine the divisor.","44","Rearrange the division formula and simplify.

Answer:

44","44","22","270","11902","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:489","CP-006","Hard","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 130565

Quotient = 1518

Remainder = 17","86","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

86","86","17","1518","130565","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:490","CP-006","Medium","Missing Component","QL-018","ES-003","Find the divisor if dividend = 1647, quotient = 205, and remainder = 7.","8","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

8","8","7","205","1647","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:491","CP-006","Easy","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 748

Quotient = 37

Remainder = 8","20","Rearrange the division formula and simplify.

Answer:

20","20","8","37","748","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:492","CP-006","Hard","Missing Component","QL-018","ES-004","Find the divisor if dividend = 312046, quotient = 3852, and remainder = 34.","81","Rearrange the division formula and simplify.

Answer:

81","81","34","3852","312046","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:493","CP-006","Easy","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 108

Quotient = 15

Remainder = 3","7","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

7","7","3","15","108","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:494","CP-006","Easy","Missing Component","QL-018","ES-003","Find the divisor if dividend = 311, quotient = 16, and remainder = 7.","19","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

19","19","7","16","311","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:495","CP-006","Medium","Missing Component","QL-019","ES-004","A dividend 1780 gives quotient 222 and remainder 4. Determine the divisor.","8","Rearrange the division formula and simplify.

Answer:

8","8","4","222","1780","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:496","CP-006","Medium","Missing Component","QL-019","ES-004","A dividend 5645 gives quotient 352 and remainder 13. Determine the divisor.","16","Rearrange the division formula and simplify.

Answer:

16","16","13","352","5645","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:497","CP-006","Easy","Missing Component","QL-019","ES-004","A dividend 22 gives quotient 5 and remainder 2. Determine the divisor.","4","Rearrange the division formula and simplify.

Answer:

4","4","2","5","22","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:498","CP-006","Hard","Missing Component","QL-019","ES-004","A dividend 2553 gives quotient 851 and remainder 0. Determine the divisor.","3","Rearrange the division formula and simplify.

Answer:

3","3","0","851","2553","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:499","CP-006","Medium","Missing Component","QL-018","ES-004","Find the divisor if dividend = 291, quotient = 26, and remainder = 5.","11","Rearrange the division formula and simplify.

Answer:

11","11","5","26","291","",""
