questionId,cpId,stem,answer,difficulty,questionLanguageId,explanationStyleId
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:288,CP-002,"How many divisors are common to all the numbers 18, 30 and 42?",4,Easy,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:289,CP-002,Find the total number of common divisors of 81 and 128.,1,Medium,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:290,CP-002,Find the number of common factors of 24 and 36.,6,Easy,QL-011,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:291,CP-002,"Count the common divisors of 420, 630 and 840.",16,Hard,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:292,CP-002,How many positive integers divide all of 96 and 144?,10,Medium,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:293,CP-002,How many common factors do 45 and 60 have?,4,Easy,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:294,CP-002,How many divisors are common to all the numbers 924 and 1386?,16,Hard,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:295,CP-002,Count the common divisors of 45 and 60.,4,Easy,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:296,CP-002,How many positive integers divide all of 24 and 36?,6,Easy,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:297,CP-002,Count the common divisors of 360 and 540.,18,Hard,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:298,CP-002,How many divisors are common to all the numbers 84 and 126?,8,Medium,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:299,CP-002,Count the common divisors of 48 and 72.,8,Easy,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:300,CP-002,How many positive integers divide all of 84 and 126?,8,Medium,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:301,CP-002,Find the number of common factors of 512 and 729.,1,Hard,QL-011,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:302,CP-002,Count the positive divisors common to 96 and 144.,10,Medium,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:303,CP-002,"How many divisors are common to all the numbers 18, 30 and 42?",4,Easy,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:304,CP-002,"How many common factors do 18, 30 and 42 have?",4,Easy,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:305,CP-002,"Find the number of common factors of 18, 30 and 42.",4,Easy,QL-011,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:306,CP-002,Find the number of common factors of 96 and 144.,10,Medium,QL-011,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:307,CP-002,How many divisors are common to all the numbers 45 and 60?,4,Easy,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:308,CP-002,"How many common factors do 18, 30 and 42 have?",4,Easy,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:309,CP-002,How many divisors are common to all the numbers 35 and 64?,1,Easy,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:310,CP-002,How many common factors do 96 and 144 have?,10,Medium,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:311,CP-002,Find the number of common factors of 81 and 128.,1,Medium,QL-011,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:312,CP-002,"Count the common divisors of 125, 175 and 225.",3,Medium,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:313,CP-002,Find the number of common factors of 24 and 36.,6,Easy,QL-011,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:314,CP-002,"How many common factors do 420, 630 and 840 have?",16,Hard,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:315,CP-002,Count the common divisors of 48 and 72.,8,Easy,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:316,CP-002,Count the common divisors of 35 and 64.,1,Easy,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:317,CP-002,Find the total number of common divisors of 81 and 128.,1,Medium,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:318,CP-002,Find the total number of common divisors of 924 and 1386.,16,Hard,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:319,CP-002,"Count the common divisors of 252, 378 and 630.",12,Hard,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:320,CP-002,"Find the total number of common divisors of 18, 30 and 42.",4,Easy,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:321,CP-002,Count the positive divisors common to 924 and 1386.,16,Hard,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:322,CP-002,"Count the common divisors of 125, 175 and 225.",3,Medium,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:323,CP-002,"Find the number of common factors of 252, 378 and 630.",12,Hard,QL-011,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:324,CP-002,Count the positive divisors common to 81 and 128.,1,Medium,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:325,CP-002,Count the positive divisors common to 45 and 60.,4,Easy,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:326,CP-002,"Count the positive divisors common to 72, 108 and 180.",9,Medium,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:327,CP-002,Find the number of common factors of 45 and 60.,4,Easy,QL-011,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:328,CP-002,How many common factors do 512 and 729 have?,1,Hard,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:329,CP-002,Count the positive divisors common to 48 and 72.,8,Easy,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:330,CP-002,Count the common divisors of 45 and 60.,4,Easy,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:331,CP-002,Find the total number of common divisors of 360 and 540.,18,Hard,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:332,CP-002,Find the total number of common divisors of 360 and 540.,18,Hard,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:333,CP-002,"How many positive integers divide all of 420, 630 and 840?",16,Hard,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:334,CP-002,How many common factors do 84 and 126 have?,8,Medium,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:335,CP-002,Find the total number of common divisors of 24 and 36.,6,Easy,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:336,CP-002,How many positive integers divide all of 84 and 126?,8,Medium,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:337,CP-002,Count the common divisors of 512 and 729.,1,Hard,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:338,CP-002,Count the common divisors of 96 and 144.,10,Medium,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:339,CP-002,"How many common factors do 125, 175 and 225 have?",3,Medium,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:340,CP-002,Count the common divisors of 81 and 128.,1,Medium,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:341,CP-002,Count the positive divisors common to 924 and 1386.,16,Hard,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:342,CP-002,"How many common factors do 125, 175 and 225 have?",3,Medium,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:343,CP-002,Find the number of common factors of 35 and 64.,1,Easy,QL-011,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:344,CP-002,"Count the common divisors of 18, 30 and 42.",4,Easy,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:345,CP-002,How many common factors do 84 and 126 have?,8,Medium,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:346,CP-002,Count the positive divisors common to 24 and 36.,6,Easy,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:347,CP-002,Count the common divisors of 96 and 144.,10,Medium,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:348,CP-002,"Find the number of common factors of 18, 30 and 42.",4,Easy,QL-011,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:349,CP-002,How many divisors are common to all the numbers 81 and 128?,1,Medium,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:350,CP-002,Find the total number of common divisors of 924 and 1386.,16,Hard,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:351,CP-002,Find the total number of common divisors of 45 and 60.,4,Easy,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:352,CP-002,How many positive integers divide all of 35 and 64?,1,Easy,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:353,CP-002,Find the total number of common divisors of 48 and 72.,8,Easy,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:354,CP-002,How many divisors are common to all the numbers 48 and 72?,8,Easy,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:355,CP-002,How many positive integers divide all of 48 and 72?,8,Easy,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:356,CP-002,How many positive integers divide all of 81 and 128?,1,Medium,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:357,CP-002,How many divisors are common to all the numbers 24 and 36?,6,Easy,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:358,CP-002,"Find the total number of common divisors of 420, 630 and 840.",16,Hard,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:359,CP-002,How many positive integers divide all of 24 and 36?,6,Easy,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:360,CP-002,"Count the positive divisors common to 72, 108 and 180.",9,Medium,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:361,CP-002,"Count the positive divisors common to 18, 30 and 42.",4,Easy,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:362,CP-002,How many common factors do 81 and 128 have?,1,Medium,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:363,CP-002,"Count the positive divisors common to 72, 108 and 180.",9,Medium,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:364,CP-002,"How many positive integers divide all of 72, 108 and 180?",9,Medium,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:365,CP-002,How many divisors are common to all the numbers 35 and 64?,1,Easy,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:366,CP-002,Find the number of common factors of 81 and 128.,1,Medium,QL-011,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:367,CP-002,How many divisors are common to all the numbers 84 and 126?,8,Medium,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:368,CP-002,How many positive integers divide all of 48 and 72?,8,Easy,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:369,CP-002,"Count the common divisors of 252, 378 and 630.",12,Hard,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:370,CP-002,Find the total number of common divisors of 24 and 36.,6,Easy,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:371,CP-002,Count the positive divisors common to 24 and 36.,6,Easy,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:372,CP-002,Find the total number of common divisors of 48 and 72.,8,Easy,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:373,CP-002,Count the common divisors of 84 and 126.,8,Medium,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:374,CP-002,"Count the common divisors of 72, 108 and 180.",9,Medium,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:375,CP-002,"Find the number of common factors of 125, 175 and 225.",3,Medium,QL-011,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:376,CP-002,Find the total number of common divisors of 45 and 60.,4,Easy,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:377,CP-002,How many divisors are common to all the numbers 84 and 126?,8,Medium,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:378,CP-002,How many positive integers divide all of 45 and 60?,4,Easy,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:379,CP-002,Count the positive divisors common to 96 and 144.,10,Medium,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:380,CP-002,"Find the total number of common divisors of 72, 108 and 180.",9,Medium,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:381,CP-002,"How many divisors are common to all the numbers 125, 175 and 225?",3,Medium,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:382,CP-002,How many common factors do 512 and 729 have?,1,Hard,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:383,CP-002,"How many positive integers divide all of 420, 630 and 840?",16,Hard,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:384,CP-002,How many common factors do 45 and 60 have?,4,Easy,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:385,CP-002,Count the common divisors of 512 and 729.,1,Hard,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:386,CP-002,How many positive integers divide all of 35 and 64?,1,Easy,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:387,CP-002,How many divisors are common to all the numbers 35 and 64?,1,Easy,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:388,CP-002,Count the common divisors of 48 and 72.,8,Easy,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:389,CP-002,"How many common factors do 72, 108 and 180 have?",9,Medium,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:390,CP-002,Find the total number of common divisors of 81 and 128.,1,Medium,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:391,CP-002,How many divisors are common to all the numbers 81 and 128?,1,Medium,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:392,CP-002,"Find the total number of common divisors of 125, 175 and 225.",3,Medium,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:393,CP-002,"Count the positive divisors common to 18, 30 and 42.",4,Easy,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:394,CP-002,How many divisors are common to all the numbers 35 and 64?,1,Easy,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:395,CP-002,Find the number of common factors of 360 and 540.,18,Hard,QL-011,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:396,CP-002,Find the total number of common divisors of 24 and 36.,6,Easy,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:397,CP-002,"Count the positive divisors common to 72, 108 and 180.",9,Medium,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:398,CP-002,How many divisors are common to all the numbers 35 and 64?,1,Easy,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:399,CP-002,"How many divisors are common to all the numbers 125, 175 and 225?",3,Medium,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:400,CP-002,How many positive integers divide all of 84 and 126?,8,Medium,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:401,CP-002,"How many positive integers divide all of 18, 30 and 42?",4,Easy,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:402,CP-002,Find the number of common factors of 48 and 72.,8,Easy,QL-011,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:403,CP-002,How many common factors do 924 and 1386 have?,16,Hard,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:404,CP-002,Count the common divisors of 24 and 36.,6,Easy,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:405,CP-002,Count the positive divisors common to 45 and 60.,4,Easy,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:406,CP-002,"Count the positive divisors common to 18, 30 and 42.",4,Easy,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:407,CP-002,Find the total number of common divisors of 360 and 540.,18,Hard,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:408,CP-002,"How many common factors do 125, 175 and 225 have?",3,Medium,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:409,CP-002,Count the positive divisors common to 360 and 540.,18,Hard,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:410,CP-002,"Find the total number of common divisors of 72, 108 and 180.",9,Medium,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:411,CP-002,"Find the number of common factors of 72, 108 and 180.",9,Medium,QL-011,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:412,CP-002,Count the positive divisors common to 81 and 128.,1,Medium,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:413,CP-002,How many divisors are common to all the numbers 512 and 729?,1,Hard,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:414,CP-002,Find the total number of common divisors of 35 and 64.,1,Easy,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:415,CP-002,Count the positive divisors common to 35 and 64.,1,Easy,QL-015,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:416,CP-002,"Find the number of common factors of 18, 30 and 42.",4,Easy,QL-011,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:417,CP-002,Find the total number of common divisors of 48 and 72.,8,Easy,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:418,CP-002,How many divisors are common to all the numbers 48 and 72?,8,Easy,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:419,CP-002,"Find the total number of common divisors of 72, 108 and 180.",9,Medium,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:420,CP-002,"How many common factors do 18, 30 and 42 have?",4,Easy,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:421,CP-002,"How many divisors are common to all the numbers 18, 30 and 42?",4,Easy,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:422,CP-002,How many positive integers divide all of 45 and 60?,4,Easy,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:423,CP-002,How many common factors do 35 and 64 have?,1,Easy,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:424,CP-002,How many common factors do 96 and 144 have?,10,Medium,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:425,CP-002,Count the common divisors of 81 and 128.,1,Medium,QL-010,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:426,CP-002,How many common factors do 24 and 36 have?,6,Easy,QL-009,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:427,CP-002,"Find the total number of common divisors of 18, 30 and 42.",4,Easy,QL-013,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:428,CP-002,"Find the number of common factors of 252, 378 and 630.",12,Hard,QL-011,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:429,CP-002,How many divisors are common to all the numbers 48 and 72?,8,Easy,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:430,CP-002,"How many divisors are common to all the numbers 125, 175 and 225?",3,Medium,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:431,CP-002,How many divisors are common to all the numbers 512 and 729?,1,Hard,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:432,CP-002,How many positive integers divide all of 24 and 36?,6,Easy,QL-012,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:433,CP-002,"How many divisors are common to all the numbers 125, 175 and 225?",3,Medium,QL-014,ES-002
NS-HCF-001:CP-002:ns-hcf-001-human-review:CP-002:434,CP-002,"Count the positive divisors common to 125, 175 and 225.",3,Medium,QL-015,ES-002
