Question ID,CP,Pattern ID,Instance ID,Divisor,Target Remainder,Difficulty Band,Question Language ID,Explanation Style ID,Question,Answer,Explanation
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:437:0,CP-002,REM-SP-6-6,NS-REM-001:REM-SP-6-6:14309x:0,4,0,Hard,QL-007,ES-005,Determine the least possible value of x.,2,"Checking all possible values gives:

2, 6

Hence the answer is:

2"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:438:5,CP-002,REM-SP-5-5,NS-REM-001:REM-SP-5-5:3650x:5,2,0,Hard,QL-007,ES-003,Determine the least possible value of x.,0,"Substitute possible values of x and check the remainder.

Valid values:

0, 2, 4, 6, 8

Answer:

0"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:439:1,CP-002,REM-SP-5-4,NS-REM-001:REM-SP-5-4:887x5:1,11,7,Medium,QL-006,ES-002,Find the smallest value of x satisfying the given condition.,5,"The required remainder is 7.

Valid values of x:

5

Answer:

5"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:440:0,CP-002,REM-SP-3-2,NS-REM-001:REM-SP-3-2:2x0:0,100,30,Hard,QL-006,ES-005,Find the smallest value of x satisfying the given condition.,3,"Checking all possible values gives:

3

Hence the answer is:

3"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:441:4,CP-002,REM-SP-3-3,NS-REM-001:REM-SP-3-3:25x:4,11,3,Hard,QL-007,ES-003,Determine the least possible value of x.,6,"Substitute possible values of x and check the remainder.

Valid values:

6

Answer:

6"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:442:0,CP-002,REM-SP-3-2,NS-REM-001:REM-SP-3-2:9x6:0,18,10,Hard,QL-008,ES-003,Find the minimum valid value of x.,4,"Substitute possible values of x and check the remainder.

Valid values:

4

Answer:

4"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:443:8,CP-002,REM-SP-4-4,NS-REM-001:REM-SP-4-4:256x:8,13,1,Medium,QL-008,ES-001,Find the minimum valid value of x.,2,"Check all possible values of x.

Valid values:

2

Answer:

2"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:444:0,CP-002,REM-SP-5-5,NS-REM-001:REM-SP-5-5:7870x:0,14,0,Medium,QL-008,ES-001,Find the minimum valid value of x.,8,"Check all possible values of x.

Valid values:

8

Answer:

8"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:445:2,CP-002,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x87654:2,17,14,Hard,QL-008,ES-002,Find the minimum valid value of x.,2,"The required remainder is 14.

Valid values of x:

2

Answer:

2"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:446:3,CP-002,REM-SP-4-4,NS-REM-001:REM-SP-4-4:556x:3,9,3,Easy,QL-006,ES-005,Find the smallest value of x satisfying the given condition.,5,"Checking all possible values gives:

5

Hence the answer is:

5"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:447:1,CP-002,REM-SP-6-6,NS-REM-001:REM-SP-6-6:42109x:1,20,16,Hard,QL-007,ES-002,Determine the least possible value of x.,6,"The required remainder is 16.

Valid values of x:

6

Answer:

6"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:448:1,CP-002,REM-SP-6-3,NS-REM-001:REM-SP-6-3:66x210:1,9,7,Hard,QL-007,ES-002,Determine the least possible value of x.,1,"The required remainder is 7.

Valid values of x:

1

Answer:

1"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:449:1,CP-002,REM-SP-6-2,NS-REM-001:REM-SP-6-2:7x7214:1,11,2,Hard,QL-008,ES-005,Find the minimum valid value of x.,0,"Checking all possible values gives:

0

Hence the answer is:

0"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:450:4,CP-002,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x09876:4,3,2,Hard,QL-006,ES-004,Find the smallest value of x satisfying the given condition.,2,"Valid values of x:

2, 5, 8

Required answer:

2"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:451:2,CP-002,REM-SP-5-3,NS-REM-001:REM-SP-5-3:66x21:2,9,2,Hard,QL-006,ES-005,Find the smallest value of x satisfying the given condition.,5,"Checking all possible values gives:

5

Hence the answer is:

5"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:452:1,CP-002,REM-SP-5-3,NS-REM-001:REM-SP-5-3:14x21:1,3,0,Hard,QL-008,ES-005,Find the minimum valid value of x.,1,"Checking all possible values gives:

1, 4, 7

Hence the answer is:

1"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:453:1,CP-002,REM-SP-4-4,NS-REM-001:REM-SP-4-4:512x:1,11,8,Medium,QL-006,ES-005,Find the smallest value of x satisfying the given condition.,3,"Checking all possible values gives:

3

Hence the answer is:

3"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:454:0,CP-002,REM-SP-5-2,NS-REM-001:REM-SP-5-2:3x987:0,36,11,Hard,QL-007,ES-004,Determine the least possible value of x.,2,"Valid values of x:

2

Required answer:

2"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:455:6,CP-002,REM-SP-5-5,NS-REM-001:REM-SP-5-5:8872x:6,5,1,Hard,QL-006,ES-004,Find the smallest value of x satisfying the given condition.,1,"Valid values of x:

1, 6

Required answer:

1"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:456:0,CP-002,REM-SP-5-4,NS-REM-001:REM-SP-5-4:243x1:0,90,11,Hard,QL-007,ES-003,Determine the least possible value of x.,1,"Substitute possible values of x and check the remainder.

Valid values:

1

Answer:

1"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:457:4,CP-002,REM-SP-6-6,NS-REM-001:REM-SP-6-6:50943x:4,3,1,Hard,QL-007,ES-002,Determine the least possible value of x.,1,"The required remainder is 1.

Valid values of x:

1, 4, 7

Answer:

1"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:458:1,CP-002,REM-SP-6-4,NS-REM-001:REM-SP-6-4:365x70:1,7,2,Hard,QL-008,ES-001,Find the minimum valid value of x.,5,"Check all possible values of x.

Valid values:

5

Answer:

5"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:459:0,CP-002,REM-SP-3-2,NS-REM-001:REM-SP-3-2:4x4:0,11,0,Hard,QL-007,ES-002,Determine the least possible value of x.,8,"The required remainder is 0.

Valid values of x:

8

Answer:

8"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:460:0,CP-002,REM-SP-5-5,NS-REM-001:REM-SP-5-5:7210x:0,12,8,Medium,QL-008,ES-001,Find the minimum valid value of x.,4,"Check all possible values of x.

Valid values:

4

Answer:

4"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:461:6,CP-002,REM-SP-6-5,NS-REM-001:REM-SP-6-5:8094x6:6,3,2,Hard,QL-007,ES-001,Determine the least possible value of x.,2,"Check all possible values of x.

Valid values:

2, 5, 8

Answer:

2"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:462:1,CP-002,REM-SP-4-4,NS-REM-001:REM-SP-4-4:756x:1,6,3,Easy,QL-007,ES-004,Determine the least possible value of x.,3,"Valid values of x:

3, 9

Required answer:

3"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:463:0,CP-002,REM-SP-5-4,NS-REM-001:REM-SP-5-4:309x5:0,19,13,Medium,QL-006,ES-003,Find the smallest value of x satisfying the given condition.,4,"Substitute possible values of x and check the remainder.

Valid values:

4

Answer:

4"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:464:2,CP-002,REM-SP-5-1,NS-REM-001:REM-SP-5-1:x8721:2,13,4,Medium,QL-007,ES-003,Determine the least possible value of x.,2,"Substitute possible values of x and check the remainder.

Valid values:

2

Answer:

2"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:465:1,CP-002,REM-SP-6-4,NS-REM-001:REM-SP-6-4:765x92:1,9,4,Hard,QL-008,ES-002,Find the minimum valid value of x.,2,"The required remainder is 4.

Valid values of x:

2

Answer:

2"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:466:1,CP-002,REM-SP-5-4,NS-REM-001:REM-SP-5-4:187x3:1,16,9,Medium,QL-008,ES-003,Find the minimum valid value of x.,1,"Substitute possible values of x and check the remainder.

Valid values:

1, 9

Answer:

1"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:467:1,CP-002,REM-SP-6-4,NS-REM-001:REM-SP-6-4:565x76:1,27,23,Hard,QL-008,ES-002,Find the minimum valid value of x.,3,"The required remainder is 23.

Valid values of x:

3

Answer:

3"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:468:4,CP-002,REM-SP-6-2,NS-REM-001:REM-SP-6-2:7x9876:4,6,0,Hard,QL-008,ES-003,Find the minimum valid value of x.,2,"Substitute possible values of x and check the remainder.

Valid values:

2, 5, 8

Answer:

2"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:469:1,CP-002,REM-SP-5-5,NS-REM-001:REM-SP-5-5:2652x:1,20,8,Medium,QL-008,ES-002,Find the minimum valid value of x.,8,"The required remainder is 8.

Valid values of x:

8

Answer:

8"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:470:0,CP-002,REM-SP-3-3,NS-REM-001:REM-SP-3-3:47x:0,9,8,Easy,QL-008,ES-005,Find the minimum valid value of x.,6,"Checking all possible values gives:

6

Hence the answer is:

6"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:471:3,CP-002,REM-SP-5-2,NS-REM-001:REM-SP-5-2:9x521:3,17,7,Medium,QL-006,ES-005,Find the smallest value of x satisfying the given condition.,2,"Checking all possible values gives:

2

Hence the answer is:

2"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:472:2,CP-002,REM-SP-3-3,NS-REM-001:REM-SP-3-3:95x:2,9,2,Easy,QL-007,ES-004,Determine the least possible value of x.,6,"Valid values of x:

6

Required answer:

6"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:473:0,CP-002,REM-SP-5-5,NS-REM-001:REM-SP-5-5:3430x:0,16,12,Medium,QL-006,ES-005,Find the smallest value of x satisfying the given condition.,0,"Checking all possible values gives:

0

Hence the answer is:

0"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:474:1,CP-002,REM-SP-6-6,NS-REM-001:REM-SP-6-6:80921x:1,4,2,Hard,QL-007,ES-001,Determine the least possible value of x.,0,"Check all possible values of x.

Valid values:

0, 4, 8

Answer:

0"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:475:0,CP-002,REM-SP-5-5,NS-REM-001:REM-SP-5-5:2872x:0,45,13,Hard,QL-008,ES-004,Find the minimum valid value of x.,3,"Valid values of x:

3

Required answer:

3"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:476:1,CP-002,REM-SP-6-4,NS-REM-001:REM-SP-6-4:421x36:1,11,7,Hard,QL-007,ES-003,Determine the least possible value of x.,7,"Substitute possible values of x and check the remainder.

Valid values:

7

Answer:

7"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:477:3,CP-002,REM-SP-5-4,NS-REM-001:REM-SP-5-4:887x5:3,11,9,Medium,QL-006,ES-004,Find the smallest value of x satisfying the given condition.,3,"Valid values of x:

3

Required answer:

3"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:478:2,CP-002,REM-SP-6-5,NS-REM-001:REM-SP-6-5:9652x0:2,99,79,Hard,QL-008,ES-005,Find the minimum valid value of x.,3,"Checking all possible values gives:

3

Hence the answer is:

3"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:479:1,CP-002,REM-SP-6-3,NS-REM-001:REM-SP-6-3:84x210:1,27,24,Hard,QL-007,ES-003,Determine the least possible value of x.,0,"Substitute possible values of x and check the remainder.

Valid values:

0

Answer:

0"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:480:0,CP-002,REM-SP-3-2,NS-REM-001:REM-SP-3-2:7x8:0,9,3,Easy,QL-008,ES-004,Find the minimum valid value of x.,6,"Valid values of x:

6

Required answer:

6"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:481:0,CP-002,REM-SP-3-3,NS-REM-001:REM-SP-3-3:17x:0,9,1,Easy,QL-008,ES-004,Find the minimum valid value of x.,2,"Valid values of x:

2

Required answer:

2"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:482:0,CP-002,REM-SP-6-4,NS-REM-001:REM-SP-6-4:743x58:0,27,5,Hard,QL-006,ES-003,Find the smallest value of x satisfying the given condition.,5,"Substitute possible values of x and check the remainder.

Valid values:

5

Answer:

5"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:483:3,CP-002,REM-SP-5-5,NS-REM-001:REM-SP-5-5:2438x:3,60,22,Hard,QL-006,ES-002,Find the smallest value of x satisfying the given condition.,2,"The required remainder is 22.

Valid values of x:

2

Answer:

2"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:484:3,CP-002,REM-SP-5-4,NS-REM-001:REM-SP-5-4:509x1:3,9,8,Hard,QL-006,ES-003,Find the smallest value of x satisfying the given condition.,2,"Substitute possible values of x and check the remainder.

Valid values:

2

Answer:

2"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:485:1,CP-002,REM-SP-4-1,NS-REM-001:REM-SP-4-1:x567:1,7,0,Easy,QL-006,ES-003,Find the smallest value of x satisfying the given condition.,7,"Substitute possible values of x and check the remainder.

Valid values:

7

Answer:

7"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:486:2,CP-002,REM-SP-6-4,NS-REM-001:REM-SP-6-4:209x76:2,18,2,Hard,QL-008,ES-002,Find the minimum valid value of x.,5,"The required remainder is 2.

Valid values of x:

5

Answer:

5"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:487:0,CP-002,REM-SP-4-4,NS-REM-001:REM-SP-4-4:334x:0,6,5,Easy,QL-006,ES-002,Find the smallest value of x satisfying the given condition.,1,"The required remainder is 5.

Valid values of x:

1, 7

Answer:

1"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:488:0,CP-002,REM-SP-4-1,NS-REM-001:REM-SP-4-1:x789:0,9,6,Easy,QL-006,ES-001,Find the smallest value of x satisfying the given condition.,9,"Check all possible values of x.

Valid values:

9

Answer:

9"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:489:0,CP-002,REM-SP-5-4,NS-REM-001:REM-SP-5-4:721x9:0,16,1,Medium,QL-006,ES-003,Find the smallest value of x satisfying the given condition.,2,"Substitute possible values of x and check the remainder.

Valid values:

2

Answer:

2"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:490:0,CP-002,REM-SP-5-2,NS-REM-001:REM-SP-5-2:8x321:0,17,15,Medium,QL-008,ES-003,Find the minimum valid value of x.,5,"Substitute possible values of x and check the remainder.

Valid values:

5

Answer:

5"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:491:0,CP-002,REM-SP-5-5,NS-REM-001:REM-SP-5-5:2430x:0,12,4,Medium,QL-007,ES-001,Determine the least possible value of x.,4,"Check all possible values of x.

Valid values:

4

Answer:

4"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:492:0,CP-002,REM-SP-3-3,NS-REM-001:REM-SP-3-3:35x:0,4,1,Easy,QL-007,ES-004,Determine the least possible value of x.,3,"Valid values of x:

3, 7

Required answer:

3"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:493:1,CP-002,REM-SP-3-3,NS-REM-001:REM-SP-3-3:83x:1,3,0,Easy,QL-006,ES-004,Find the smallest value of x satisfying the given condition.,1,"Valid values of x:

1, 4, 7

Required answer:

1"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:494:2,CP-002,REM-SP-4-4,NS-REM-001:REM-SP-4-4:390x:2,4,1,Easy,QL-007,ES-004,Determine the least possible value of x.,1,"Valid values of x:

1, 5, 9

Required answer:

1"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:495:0,CP-002,REM-SP-6-2,NS-REM-001:REM-SP-6-2:5x7432:0,13,3,Hard,QL-008,ES-003,Find the minimum valid value of x.,0,"Substitute possible values of x and check the remainder.

Valid values:

0

Answer:

0"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:496:7,CP-002,REM-SP-4-1,NS-REM-001:REM-SP-4-1:x907:7,7,2,Easy,QL-008,ES-002,Find the minimum valid value of x.,2,"The required remainder is 2.

Valid values of x:

2, 9

Answer:

2"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:497:1,CP-002,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x43658:1,9,8,Hard,QL-006,ES-001,Find the smallest value of x satisfying the given condition.,9,"Check all possible values of x.

Valid values:

9

Answer:

9"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:498:0,CP-002,REM-SP-3-3,NS-REM-001:REM-SP-3-3:31x:0,9,4,Easy,QL-007,ES-003,Determine the least possible value of x.,0,"Substitute possible values of x and check the remainder.

Valid values:

0, 9

Answer:

0"
NS-REM-001:CP-002:ns-rem-001-pre-freeze:CP-002:499:3,CP-002,REM-SP-5-2,NS-REM-001:REM-SP-5-2:1x387:3,7,6,Hard,QL-007,ES-003,Determine the least possible value of x.,0,"Substitute possible values of x and check the remainder.

Valid values:

0, 7

Answer:

0"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:0:1,CP-003,REM-SP-6-2,NS-REM-001:REM-SP-6-2:9x3658:1,6,4,Hard,QL-009,ES-004,Find the greatest value of x satisfying the given condition.,9,"Valid values of x:

0, 3, 6, 9

Required answer:

9"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:1:1,CP-003,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x12:1,3,1,Easy,QL-010,ES-002,Determine the maximum possible value of x.,7,"The required remainder is 1.

Valid values of x:

1, 4, 7

Answer:

7"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:2:5,CP-003,REM-SP-3-2,NS-REM-001:REM-SP-3-2:1x0:5,19,16,Hard,QL-011,ES-004,Find the largest valid value of x.,3,"Valid values of x:

3

Required answer:

3"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:3:1,CP-003,REM-SP-4-4,NS-REM-001:REM-SP-4-4:456x:1,5,2,Easy,QL-011,ES-001,Find the largest valid value of x.,7,"Check all possible values of x.

Valid values:

2, 7

Answer:

7"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:4:0,CP-003,REM-SP-5-2,NS-REM-001:REM-SP-5-2:3x165:0,11,3,Medium,QL-010,ES-005,Determine the maximum possible value of x.,0,"Checking all possible values gives:

0

Hence the answer is:

0"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:5:1,CP-003,REM-SP-4-4,NS-REM-001:REM-SP-4-4:656x:1,8,5,Easy,QL-010,ES-001,Determine the maximum possible value of x.,5,"Check all possible values of x.

Valid values:

5

Answer:

5"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:6:0,CP-003,REM-SP-4-4,NS-REM-001:REM-SP-4-4:156x:0,99,81,Hard,QL-011,ES-001,Find the largest valid value of x.,6,"Check all possible values of x.

Valid values:

6

Answer:

6"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:7:1,CP-003,REM-SP-5-4,NS-REM-001:REM-SP-5-4:787x9:1,13,8,Medium,QL-011,ES-002,Find the largest valid value of x.,4,"The required remainder is 8.

Valid values of x:

4

Answer:

4"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:8:0,CP-003,REM-SP-5-2,NS-REM-001:REM-SP-5-2:7x587:0,11,2,Medium,QL-010,ES-001,Determine the maximum possible value of x.,9,"Check all possible values of x.

Valid values:

9

Answer:

9"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:9:0,CP-003,REM-SP-6-4,NS-REM-001:REM-SP-6-4:909x54:0,24,14,Hard,QL-011,ES-002,Find the largest valid value of x.,8,"The required remainder is 14.

Valid values of x:

2, 8

Answer:

8"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:10:5,CP-003,REM-SP-5-2,NS-REM-001:REM-SP-5-2:5x987:5,12,11,Medium,QL-010,ES-001,Determine the maximum possible value of x.,9,"Check all possible values of x.

Valid values:

0, 3, 6, 9

Answer:

9"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:11:0,CP-003,REM-SP-4-4,NS-REM-001:REM-SP-4-4:590x:0,24,23,Medium,QL-010,ES-004,Determine the maximum possible value of x.,3,"Valid values of x:

3

Required answer:

3"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:12:1,CP-003,REM-SP-6-5,NS-REM-001:REM-SP-6-5:3436x8:1,15,8,Hard,QL-009,ES-005,Find the greatest value of x satisfying the given condition.,8,"Checking all possible values gives:

2, 5, 8

Hence the answer is:

8"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:13:3,CP-003,REM-SP-6-2,NS-REM-001:REM-SP-6-2:1x7432:3,11,7,Hard,QL-011,ES-001,Find the largest valid value of x.,1,"Check all possible values of x.

Valid values:

1

Answer:

1"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:14:0,CP-003,REM-SP-5-3,NS-REM-001:REM-SP-5-3:34x65:0,3,1,Hard,QL-010,ES-004,Determine the maximum possible value of x.,7,"Valid values of x:

1, 4, 7

Required answer:

7"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:15:0,CP-003,REM-SP-3-3,NS-REM-001:REM-SP-3-3:25x:0,2,1,Easy,QL-010,ES-003,Determine the maximum possible value of x.,9,"Substitute possible values of x and check the remainder.

Valid values:

1, 3, 5, 7, 9

Answer:

9"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:16:3,CP-003,REM-SP-4-4,NS-REM-001:REM-SP-4-4:212x:3,2,1,Easy,QL-010,ES-004,Determine the maximum possible value of x.,9,"Valid values of x:

1, 3, 5, 7, 9

Required answer:

9"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:17:4,CP-003,REM-SP-6-3,NS-REM-001:REM-SP-6-3:86x210:4,27,25,Hard,QL-011,ES-001,Find the largest valid value of x.,8,"Check all possible values of x.

Valid values:

8

Answer:

8"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:18:0,CP-003,REM-SP-6-4,NS-REM-001:REM-SP-6-4:621x36:0,6,0,Hard,QL-011,ES-002,Find the largest valid value of x.,9,"The required remainder is 0.

Valid values of x:

0, 3, 6, 9

Answer:

9"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:19:0,CP-003,REM-SP-4-2,NS-REM-001:REM-SP-4-2:9x05:0,7,1,Easy,QL-010,ES-005,Determine the maximum possible value of x.,6,"Checking all possible values gives:

6

Hence the answer is:

6"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:20:1,CP-003,REM-SP-6-2,NS-REM-001:REM-SP-6-2:4x7432:1,5,2,Hard,QL-009,ES-001,Find the greatest value of x satisfying the given condition.,9,"Check all possible values of x.

Valid values:

0, 1, 2, 3, 4, 5, 6, 7, 8, 9

Answer:

9"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:21:4,CP-003,REM-SP-4-1,NS-REM-001:REM-SP-4-1:x341:4,5,1,Easy,QL-009,ES-005,Find the greatest value of x satisfying the given condition.,9,"Checking all possible values gives:

1, 2, 3, 4, 5, 6, 7, 8, 9

Hence the answer is:

9"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:22:3,CP-003,REM-SP-6-2,NS-REM-001:REM-SP-6-2:4x3098:3,17,9,Hard,QL-009,ES-003,Find the greatest value of x satisfying the given condition.,8,"Substitute possible values of x and check the remainder.

Valid values:

8

Answer:

8"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:23:2,CP-003,REM-SP-4-1,NS-REM-001:REM-SP-4-1:x127:2,9,7,Easy,QL-009,ES-001,Find the greatest value of x satisfying the given condition.,6,"Check all possible values of x.

Valid values:

6

Answer:

6"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:24:2,CP-003,REM-SP-6-3,NS-REM-001:REM-SP-6-3:62x098:2,13,11,Hard,QL-009,ES-002,Find the greatest value of x satisfying the given condition.,0,"The required remainder is 11.

Valid values of x:

0

Answer:

0"
NS-REM-001:CP-003:ns-rem-001-pre-freeze:CP-003:25:3,CP-003,REM-SP-4-4,NS-REM-001:REM-SP-4-4:390x:3,2,1,Easy,QL-010,ES-002,Determine the maximum possible value of x.,9,"The required remainder is 1.

Valid values of x:

1, 3, 5, 7, 9

Answer:

9"
