Question ID,CP,Number,Selected Prime,Difficulty Band,Question Language ID,Explanation Style ID,Question,Answer,Factorization Text,Factorization Latex,Explanation
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:389,CP-002,325,,Medium,QL-004,ES-002,"How many prime factors does 325 have, counting repetition?",3,325 = 5^2 x 13,325 = 5^{2} \times 13,"Write the prime factorization of 325.

325 = 5^2 x 13

Count all prime factors, including repetition.

Answer: 3"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:390,CP-002,60,,Easy,QL-005,ES-002,"Count the prime factors of 60, including repeated factors.",4,60 = 2^2 x 3 x 5,60 = 2^{2} \times 3 \times 5,"Write the prime factorization of 60.

60 = 2^2 x 3 x 5

Count all prime factors, including repetition.

Answer: 4"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:391,CP-002,3101,,Medium,QL-004,ES-002,"How many prime factors does 3101 have, counting repetition?",2,3101 = 7 x 443,3101 = 7 \times 443,"Write the prime factorization of 3101.

3101 = 7 x 443

Count all prime factors, including repetition.

Answer: 2"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:392,CP-002,118,,Easy,QL-005,ES-002,"Count the prime factors of 118, including repeated factors.",2,118 = 2 x 59,118 = 2 \times 59,"Write the prime factorization of 118.

118 = 2 x 59

Count all prime factors, including repetition.

Answer: 2"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:393,CP-002,58204,,Hard,QL-004,ES-002,"How many prime factors does 58204 have, counting repetition?",3,58204 = 2^2 x 14551,58204 = 2^{2} \times 14551,"Write the prime factorization of 58204.

58204 = 2^2 x 14551

Count all prime factors, including repetition.

Answer: 3"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:394,CP-002,45,,Easy,QL-006,ES-002,Find the total number of prime factors of 45.,3,45 = 3^2 x 5,45 = 3^{2} \times 5,"Write the prime factorization of 45.

45 = 3^2 x 5

Count all prime factors, including repetition.

Answer: 3"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:395,CP-002,3881,,Medium,QL-004,ES-002,"How many prime factors does 3881 have, counting repetition?",1,3881 = 3881,3881 = 3881,"Write the prime factorization of 3881.

3881 = 3881

Count all prime factors, including repetition.

Answer: 1"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:396,CP-002,2127,,Medium,QL-005,ES-002,"Count the prime factors of 2127, including repeated factors.",2,2127 = 3 x 709,2127 = 3 \times 709,"Write the prime factorization of 2127.

2127 = 3 x 709

Count all prime factors, including repetition.

Answer: 2"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:397,CP-002,68,,Easy,QL-005,ES-002,"Count the prime factors of 68, including repeated factors.",3,68 = 2^2 x 17,68 = 2^{2} \times 17,"Write the prime factorization of 68.

68 = 2^2 x 17

Count all prime factors, including repetition.

Answer: 3"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:398,CP-002,102,,Easy,QL-004,ES-002,"How many prime factors does 102 have, counting repetition?",3,102 = 2 x 3 x 17,102 = 2 \times 3 \times 17,"Write the prime factorization of 102.

102 = 2 x 3 x 17

Count all prime factors, including repetition.

Answer: 3"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:399,CP-002,41,,Easy,QL-005,ES-002,"Count the prime factors of 41, including repeated factors.",1,41 = 41,41 = 41,"Write the prime factorization of 41.

41 = 41

Count all prime factors, including repetition.

Answer: 1"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:400,CP-002,56,,Easy,QL-004,ES-002,"How many prime factors does 56 have, counting repetition?",4,56 = 2^3 x 7,56 = 2^{3} \times 7,"Write the prime factorization of 56.

56 = 2^3 x 7

Count all prime factors, including repetition.

Answer: 4"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:401,CP-002,3290,,Medium,QL-004,ES-002,"How many prime factors does 3290 have, counting repetition?",4,3290 = 2 x 5 x 7 x 47,3290 = 2 \times 5 \times 7 \times 47,"Write the prime factorization of 3290.

3290 = 2 x 5 x 7 x 47

Count all prime factors, including repetition.

Answer: 4"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:402,CP-002,3270,,Medium,QL-005,ES-002,"Count the prime factors of 3270, including repeated factors.",4,3270 = 2 x 3 x 5 x 109,3270 = 2 \times 3 \times 5 \times 109,"Write the prime factorization of 3270.

3270 = 2 x 3 x 5 x 109

Count all prime factors, including repetition.

Answer: 4"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:403,CP-002,133,,Easy,QL-006,ES-002,Find the total number of prime factors of 133.,2,133 = 7 x 19,133 = 7 \times 19,"Write the prime factorization of 133.

133 = 7 x 19

Count all prime factors, including repetition.

Answer: 2"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:404,CP-002,2650,,Medium,QL-005,ES-002,"Count the prime factors of 2650, including repeated factors.",4,2650 = 2 x 5^2 x 53,2650 = 2 \times 5^{2} \times 53,"Write the prime factorization of 2650.

2650 = 2 x 5^2 x 53

Count all prime factors, including repetition.

Answer: 4"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:405,CP-002,4796,,Medium,QL-004,ES-002,"How many prime factors does 4796 have, counting repetition?",4,4796 = 2^2 x 11 x 109,4796 = 2^{2} \times 11 \times 109,"Write the prime factorization of 4796.

4796 = 2^2 x 11 x 109

Count all prime factors, including repetition.

Answer: 4"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:406,CP-002,2414,,Medium,QL-005,ES-002,"Count the prime factors of 2414, including repeated factors.",3,2414 = 2 x 17 x 71,2414 = 2 \times 17 \times 71,"Write the prime factorization of 2414.

2414 = 2 x 17 x 71

Count all prime factors, including repetition.

Answer: 3"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:407,CP-002,91,,Easy,QL-004,ES-002,"How many prime factors does 91 have, counting repetition?",2,91 = 7 x 13,91 = 7 \times 13,"Write the prime factorization of 91.

91 = 7 x 13

Count all prime factors, including repetition.

Answer: 2"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:408,CP-002,1288,,Medium,QL-006,ES-002,Find the total number of prime factors of 1288.,5,1288 = 2^3 x 7 x 23,1288 = 2^{3} \times 7 \times 23,"Write the prime factorization of 1288.

1288 = 2^3 x 7 x 23

Count all prime factors, including repetition.

Answer: 5"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:409,CP-002,28,,Easy,QL-005,ES-002,"Count the prime factors of 28, including repeated factors.",3,28 = 2^2 x 7,28 = 2^{2} \times 7,"Write the prime factorization of 28.

28 = 2^2 x 7

Count all prime factors, including repetition.

Answer: 3"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:410,CP-002,46,,Easy,QL-004,ES-002,"How many prime factors does 46 have, counting repetition?",2,46 = 2 x 23,46 = 2 \times 23,"Write the prime factorization of 46.

46 = 2 x 23

Count all prime factors, including repetition.

Answer: 2"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:411,CP-002,1270,,Medium,QL-004,ES-002,"How many prime factors does 1270 have, counting repetition?",3,1270 = 2 x 5 x 127,1270 = 2 \times 5 \times 127,"Write the prime factorization of 1270.

1270 = 2 x 5 x 127

Count all prime factors, including repetition.

Answer: 3"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:412,CP-002,4868,,Medium,QL-006,ES-002,Find the total number of prime factors of 4868.,3,4868 = 2^2 x 1217,4868 = 2^{2} \times 1217,"Write the prime factorization of 4868.

4868 = 2^2 x 1217

Count all prime factors, including repetition.

Answer: 3"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:413,CP-002,2969,,Medium,QL-005,ES-002,"Count the prime factors of 2969, including repeated factors.",1,2969 = 2969,2969 = 2969,"Write the prime factorization of 2969.

2969 = 2969

Count all prime factors, including repetition.

Answer: 1"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:414,CP-002,149,,Easy,QL-005,ES-002,"Count the prime factors of 149, including repeated factors.",1,149 = 149,149 = 149,"Write the prime factorization of 149.

149 = 149

Count all prime factors, including repetition.

Answer: 1"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:415,CP-002,93,,Easy,QL-005,ES-002,"Count the prime factors of 93, including repeated factors.",2,93 = 3 x 31,93 = 3 \times 31,"Write the prime factorization of 93.

93 = 3 x 31

Count all prime factors, including repetition.

Answer: 2"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:416,CP-002,50,,Easy,QL-005,ES-002,"Count the prime factors of 50, including repeated factors.",3,50 = 2 x 5^2,50 = 2 \times 5^{2},"Write the prime factorization of 50.

50 = 2 x 5^2

Count all prime factors, including repetition.

Answer: 3"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:417,CP-002,199,,Easy,QL-006,ES-002,Find the total number of prime factors of 199.,1,199 = 199,199 = 199,"Write the prime factorization of 199.

199 = 199

Count all prime factors, including repetition.

Answer: 1"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:418,CP-002,55554,,Hard,QL-006,ES-002,Find the total number of prime factors of 55554.,4,55554 = 2 x 3 x 47 x 197,55554 = 2 \times 3 \times 47 \times 197,"Write the prime factorization of 55554.

55554 = 2 x 3 x 47 x 197

Count all prime factors, including repetition.

Answer: 4"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:419,CP-002,4775,,Medium,QL-004,ES-002,"How many prime factors does 4775 have, counting repetition?",3,4775 = 5^2 x 191,4775 = 5^{2} \times 191,"Write the prime factorization of 4775.

4775 = 5^2 x 191

Count all prime factors, including repetition.

Answer: 3"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:420,CP-002,147,,Easy,QL-004,ES-002,"How many prime factors does 147 have, counting repetition?",3,147 = 3 x 7^2,147 = 3 \times 7^{2},"Write the prime factorization of 147.

147 = 3 x 7^2

Count all prime factors, including repetition.

Answer: 3"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:421,CP-002,3949,,Medium,QL-005,ES-002,"Count the prime factors of 3949, including repeated factors.",2,3949 = 11 x 359,3949 = 11 \times 359,"Write the prime factorization of 3949.

3949 = 11 x 359

Count all prime factors, including repetition.

Answer: 2"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:422,CP-002,3592,,Medium,QL-006,ES-002,Find the total number of prime factors of 3592.,4,3592 = 2^3 x 449,3592 = 2^{3} \times 449,"Write the prime factorization of 3592.

3592 = 2^3 x 449

Count all prime factors, including repetition.

Answer: 4"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:423,CP-002,69786,,Hard,QL-004,ES-002,"How many prime factors does 69786 have, counting repetition?",4,69786 = 2 x 3^2 x 3877,69786 = 2 \times 3^{2} \times 3877,"Write the prime factorization of 69786.

69786 = 2 x 3^2 x 3877

Count all prime factors, including repetition.

Answer: 4"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:424,CP-002,173,,Easy,QL-005,ES-002,"Count the prime factors of 173, including repeated factors.",1,173 = 173,173 = 173,"Write the prime factorization of 173.

173 = 173

Count all prime factors, including repetition.

Answer: 1"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:425,CP-002,187,,Easy,QL-004,ES-002,"How many prime factors does 187 have, counting repetition?",2,187 = 11 x 17,187 = 11 \times 17,"Write the prime factorization of 187.

187 = 11 x 17

Count all prime factors, including repetition.

Answer: 2"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:426,CP-002,130,,Easy,QL-005,ES-002,"Count the prime factors of 130, including repeated factors.",3,130 = 2 x 5 x 13,130 = 2 \times 5 \times 13,"Write the prime factorization of 130.

130 = 2 x 5 x 13

Count all prime factors, including repetition.

Answer: 3"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:427,CP-002,2591,,Medium,QL-005,ES-002,"Count the prime factors of 2591, including repeated factors.",1,2591 = 2591,2591 = 2591,"Write the prime factorization of 2591.

2591 = 2591

Count all prime factors, including repetition.

Answer: 1"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:428,CP-002,129,,Easy,QL-005,ES-002,"Count the prime factors of 129, including repeated factors.",2,129 = 3 x 43,129 = 3 \times 43,"Write the prime factorization of 129.

129 = 3 x 43

Count all prime factors, including repetition.

Answer: 2"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:429,CP-002,83582,,Hard,QL-004,ES-002,"How many prime factors does 83582 have, counting repetition?",4,83582 = 2 x 23^2 x 79,83582 = 2 \times 23^{2} \times 79,"Write the prime factorization of 83582.

83582 = 2 x 23^2 x 79

Count all prime factors, including repetition.

Answer: 4"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:430,CP-002,1424,,Medium,QL-005,ES-002,"Count the prime factors of 1424, including repeated factors.",5,1424 = 2^4 x 89,1424 = 2^{4} \times 89,"Write the prime factorization of 1424.

1424 = 2^4 x 89

Count all prime factors, including repetition.

Answer: 5"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:431,CP-002,80,,Easy,QL-005,ES-002,"Count the prime factors of 80, including repeated factors.",5,80 = 2^4 x 5,80 = 2^{4} \times 5,"Write the prime factorization of 80.

80 = 2^4 x 5

Count all prime factors, including repetition.

Answer: 5"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:432,CP-002,4801,,Medium,QL-004,ES-002,"How many prime factors does 4801 have, counting repetition?",1,4801 = 4801,4801 = 4801,"Write the prime factorization of 4801.

4801 = 4801

Count all prime factors, including repetition.

Answer: 1"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:433,CP-002,1396,,Medium,QL-004,ES-002,"How many prime factors does 1396 have, counting repetition?",3,1396 = 2^2 x 349,1396 = 2^{2} \times 349,"Write the prime factorization of 1396.

1396 = 2^2 x 349

Count all prime factors, including repetition.

Answer: 3"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:434,CP-002,126,,Easy,QL-004,ES-002,"How many prime factors does 126 have, counting repetition?",4,126 = 2 x 3^2 x 7,126 = 2 \times 3^{2} \times 7,"Write the prime factorization of 126.

126 = 2 x 3^2 x 7

Count all prime factors, including repetition.

Answer: 4"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:435,CP-002,63,,Easy,QL-005,ES-002,"Count the prime factors of 63, including repeated factors.",3,63 = 3^2 x 7,63 = 3^{2} \times 7,"Write the prime factorization of 63.

63 = 3^2 x 7

Count all prime factors, including repetition.

Answer: 3"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:436,CP-002,69100,,Hard,QL-005,ES-002,"Count the prime factors of 69100, including repeated factors.",5,69100 = 2^2 x 5^2 x 691,69100 = 2^{2} \times 5^{2} \times 691,"Write the prime factorization of 69100.

69100 = 2^2 x 5^2 x 691

Count all prime factors, including repetition.

Answer: 5"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:437,CP-002,1209,,Medium,QL-005,ES-002,"Count the prime factors of 1209, including repeated factors.",3,1209 = 3 x 13 x 31,1209 = 3 \times 13 \times 31,"Write the prime factorization of 1209.

1209 = 3 x 13 x 31

Count all prime factors, including repetition.

Answer: 3"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:438,CP-002,12147,,Hard,QL-004,ES-002,"How many prime factors does 12147 have, counting repetition?",2,12147 = 3 x 4049,12147 = 3 \times 4049,"Write the prime factorization of 12147.

12147 = 3 x 4049

Count all prime factors, including repetition.

Answer: 2"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:439,CP-002,39,,Easy,QL-006,ES-002,Find the total number of prime factors of 39.,2,39 = 3 x 13,39 = 3 \times 13,"Write the prime factorization of 39.

39 = 3 x 13

Count all prime factors, including repetition.

Answer: 2"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:440,CP-002,14,,Easy,QL-005,ES-002,"Count the prime factors of 14, including repeated factors.",2,14 = 2 x 7,14 = 2 \times 7,"Write the prime factorization of 14.

14 = 2 x 7

Count all prime factors, including repetition.

Answer: 2"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:441,CP-002,4192,,Medium,QL-004,ES-002,"How many prime factors does 4192 have, counting repetition?",6,4192 = 2^5 x 131,4192 = 2^{5} \times 131,"Write the prime factorization of 4192.

4192 = 2^5 x 131

Count all prime factors, including repetition.

Answer: 6"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:442,CP-002,18095,,Hard,QL-006,ES-002,Find the total number of prime factors of 18095.,4,18095 = 5 x 7 x 11 x 47,18095 = 5 \times 7 \times 11 \times 47,"Write the prime factorization of 18095.

18095 = 5 x 7 x 11 x 47

Count all prime factors, including repetition.

Answer: 4"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:443,CP-002,878,,Medium,QL-006,ES-002,Find the total number of prime factors of 878.,2,878 = 2 x 439,878 = 2 \times 439,"Write the prime factorization of 878.

878 = 2 x 439

Count all prime factors, including repetition.

Answer: 2"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:444,CP-002,66383,,Hard,QL-006,ES-002,Find the total number of prime factors of 66383.,1,66383 = 66383,66383 = 66383,"Write the prime factorization of 66383.

66383 = 66383

Count all prime factors, including repetition.

Answer: 1"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:445,CP-002,156,,Easy,QL-005,ES-002,"Count the prime factors of 156, including repeated factors.",4,156 = 2^2 x 3 x 13,156 = 2^{2} \times 3 \times 13,"Write the prime factorization of 156.

156 = 2^2 x 3 x 13

Count all prime factors, including repetition.

Answer: 4"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:446,CP-002,2203,,Medium,QL-005,ES-002,"Count the prime factors of 2203, including repeated factors.",1,2203 = 2203,2203 = 2203,"Write the prime factorization of 2203.

2203 = 2203

Count all prime factors, including repetition.

Answer: 1"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:447,CP-002,6025,,Hard,QL-005,ES-002,"Count the prime factors of 6025, including repeated factors.",3,6025 = 5^2 x 241,6025 = 5^{2} \times 241,"Write the prime factorization of 6025.

6025 = 5^2 x 241

Count all prime factors, including repetition.

Answer: 3"
NS-PF-001:CP-002:ns-pf-001-human-review:CP-002:448,CP-002,517,,Medium,QL-006,ES-002,Find the total number of prime factors of 517.,2,517 = 11 x 47,517 = 11 \times 47,"Write the prime factorization of 517.

517 = 11 x 47

Count all prime factors, including repetition.

Answer: 2"
