CP,difficulty,QL ID,ES ID,parameters,answer,reasoning trace
"CP01","Medium","QL-019","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:398"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-019"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""mixedParityOperations"",""operationType"":""mixed"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-020","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:399"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-020"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-001","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:400"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-001"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-002","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:401"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-002"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-003","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:402"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-003"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""subtractionParity"",""operationType"":""subtraction"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-004","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:403"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-004"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""multiplicationParity"",""operationType"":""multiplication"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Hard","QL-005","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:404"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-005"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""multiplicationParity"",""operationType"":""multiplication"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-006","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:405"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-006"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-007","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:406"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-007"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""powerParity"",""operationType"":""power"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-008","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:407"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-008"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-009","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:408"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-009"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""multiplicationParity"",""operationType"":""multiplication"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-010","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:409"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-010"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-011","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:410"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-011"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-012","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:411"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-012"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""mixedParityOperations"",""operationType"":""mixed"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-013","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:412"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-013"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""mixedParityOperations"",""operationType"":""mixed"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-014","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:413"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-014"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""mixedParityOperations"",""operationType"":""mixed"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-015","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:414"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-015"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""mixedParityOperations"",""operationType"":""mixed"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-016","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:415"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-016"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""multiplicationParity"",""operationType"":""multiplication"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-017","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:416"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-017"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""powerParity"",""operationType"":""power"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-018","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:417"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-018"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""subtractionParity"",""operationType"":""subtraction"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-019","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:418"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-019"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""mixedParityOperations"",""operationType"":""mixed"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-020","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:419"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-020"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Hard","QL-001","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:420"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-001"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-002","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:421"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-002"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-003","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:422"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-003"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""subtractionParity"",""operationType"":""subtraction"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Easy","QL-004","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:423"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-004"",""explanationId"":""ES-001"",""answer"":""even"",""coverageBucket"":""evenResult"",""variableRange"":""multiplicationParity"",""operationType"":""multiplication"",""propertyType"":""evenResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","even","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-005","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:424"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-005"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""multiplicationParity"",""operationType"":""multiplication"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Hard","QL-006","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:425"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-006"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-007","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:426"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-007"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""powerParity"",""operationType"":""power"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
"CP01","Medium","QL-008","ES-001","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP01"",""questionId"":""NS-CLASS-001:CP01:ns-class-001-human-review:CP01:427"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-008"",""explanationId"":""ES-001"",""answer"":""odd"",""coverageBucket"":""oddResult"",""variableRange"":""additionParity"",""operationType"":""addition"",""propertyType"":""oddResult"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP01""}","odd","captureInputs > classifyParity > applyParityRules > extractAnswer"
