"Question ID","Canonical Problem","Difficulty","Topology","Question Language ID","Explanation Style ID","Question","Answer","Explanation","Number","Lower Bound","Upper Bound","Range Width","Position"
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:37","CP-002","Hard","Range Counting","QL-004","ES-003","How many prime numbers are there between 4852 and 5312?","54","List all prime numbers in the given range.

Count them.

Answer: 54","","4852","5312","460",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:38","CP-002","Medium","Range Counting","QL-005","ES-003","Count the prime numbers from 177 to 335.","27","List all prime numbers in the given range.

Count them.

Answer: 27","","177","335","158",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:39","CP-002","Medium","Range Counting","QL-005","ES-003","Count the prime numbers from 510 to 709.","30","List all prime numbers in the given range.

Count them.

Answer: 30","","510","709","199",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:40","CP-002","Easy","Range Counting","QL-006","ES-003","Find the number of primes between 88 and 123.","7","List all prime numbers in the given range.

Count them.

Answer: 7","","88","123","35",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:41","CP-002","Medium","Range Counting","QL-004","ES-003","How many prime numbers are there between 624 and 716?","13","List all prime numbers in the given range.

Count them.

Answer: 13","","624","716","92",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:42","CP-002","Medium","Range Counting","QL-005","ES-003","Count the prime numbers from 850 to 1047.","29","List all prime numbers in the given range.

Count them.

Answer: 29","","850","1047","197",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:43","CP-002","Easy","Range Counting","QL-004","ES-003","How many prime numbers are there between 13 and 23?","4","List all prime numbers in the given range.

Count them.

Answer: 4","","13","23","10",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:44","CP-002","Easy","Range Counting","QL-004","ES-003","How many prime numbers are there between 100 and 111?","4","List all prime numbers in the given range.

Count them.

Answer: 4","","100","111","11",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:45","CP-002","Medium","Range Counting","QL-005","ES-003","Count the prime numbers from 759 to 809.","6","List all prime numbers in the given range.

Count them.

Answer: 6","","759","809","50",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:46","CP-002","Medium","Range Counting","QL-005","ES-003","Count the prime numbers from 884 to 1003.","15","List all prime numbers in the given range.

Count them.

Answer: 15","","884","1003","119",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:47","CP-002","Medium","Range Counting","QL-005","ES-003","Count the prime numbers from 668 to 742.","10","List all prime numbers in the given range.

Count them.

Answer: 10","","668","742","74",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:48","CP-002","Medium","Range Counting","QL-005","ES-003","Count the prime numbers from 80 to 225.","26","List all prime numbers in the given range.

Count them.

Answer: 26","","80","225","145",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:49","CP-002","Easy","Range Counting","QL-005","ES-003","Count the prime numbers from 100 to 112.","4","List all prime numbers in the given range.

Count them.

Answer: 4","","100","112","12",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:50","CP-002","Hard","Range Counting","QL-004","ES-003","How many prime numbers are there between 1723 and 2063?","43","List all prime numbers in the given range.

Count them.

Answer: 43","","1723","2063","340",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:51","CP-002","Medium","Range Counting","QL-006","ES-003","Find the number of primes between 635 and 816.","26","List all prime numbers in the given range.

Count them.

Answer: 26","","635","816","181",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:52","CP-002","Easy","Range Counting","QL-006","ES-003","Find the number of primes between 39 and 59.","5","List all prime numbers in the given range.

Count them.

Answer: 5","","39","59","20",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:53","CP-002","Easy","Range Counting","QL-004","ES-003","How many prime numbers are there between 53 and 98?","10","List all prime numbers in the given range.

Count them.

Answer: 10","","53","98","45",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:54","CP-002","Medium","Range Counting","QL-004","ES-003","How many prime numbers are there between 229 and 461?","40","List all prime numbers in the given range.

Count them.

Answer: 40","","229","461","232",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:55","CP-002","Hard","Range Counting","QL-004","ES-003","How many prime numbers are there between 2297 and 2667?","45","List all prime numbers in the given range.

Count them.

Answer: 45","","2297","2667","370",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:56","CP-002","Medium","Range Counting","QL-005","ES-003","Count the prime numbers from 842 to 870.","4","List all prime numbers in the given range.

Count them.

Answer: 4","","842","870","28",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:57","CP-002","Easy","Range Counting","QL-006","ES-003","Find the number of primes between 87 and 102.","3","List all prime numbers in the given range.

Count them.

Answer: 3","","87","102","15",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:58","CP-002","Medium","Range Counting","QL-005","ES-003","Count the prime numbers from 292 to 414.","19","List all prime numbers in the given range.

Count them.

Answer: 19","","292","414","122",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:59","CP-002","Easy","Range Counting","QL-005","ES-003","Count the prime numbers from 76 to 107.","7","List all prime numbers in the given range.

Count them.

Answer: 7","","76","107","31",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:60","CP-002","Medium","Range Counting","QL-005","ES-003","Count the prime numbers from 455 to 548.","14","List all prime numbers in the given range.

Count them.

Answer: 14","","455","548","93",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:61","CP-002","Easy","Range Counting","QL-005","ES-003","Count the prime numbers from 15 to 25.","3","List all prime numbers in the given range.

Count them.

Answer: 3","","15","25","10",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:62","CP-002","Medium","Range Counting","QL-005","ES-003","Count the prime numbers from 319 to 424.","16","List all prime numbers in the given range.

Count them.

Answer: 16","","319","424","105",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:63","CP-002","Hard","Range Counting","QL-004","ES-003","How many prime numbers are there between 4210 and 4784?","67","List all prime numbers in the given range.

Count them.

Answer: 67","","4210","4784","574",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:64","CP-002","Hard","Range Counting","QL-006","ES-003","Find the number of primes between 990 and 1906.","125","List all prime numbers in the given range.

Count them.

Answer: 125","","990","1906","916",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:65","CP-002","Easy","Range Counting","QL-004","ES-003","How many prime numbers are there between 11 and 49?","11","List all prime numbers in the given range.

Count them.

Answer: 11","","11","49","38",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:66","CP-002","Easy","Range Counting","QL-006","ES-003","Find the number of primes between 46 and 75.","7","List all prime numbers in the given range.

Count them.

Answer: 7","","46","75","29",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:67","CP-002","Easy","Range Counting","QL-006","ES-003","Find the number of primes between 10 and 60.","13","List all prime numbers in the given range.

Count them.

Answer: 13","","10","60","50",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:68","CP-002","Medium","Range Counting","QL-004","ES-003","How many prime numbers are there between 95 and 202?","22","List all prime numbers in the given range.

Count them.

Answer: 22","","95","202","107",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:69","CP-002","Easy","Range Counting","QL-005","ES-003","Count the prime numbers from 71 to 91.","5","List all prime numbers in the given range.

Count them.

Answer: 5","","71","91","20",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:70","CP-002","Easy","Range Counting","QL-006","ES-003","Find the number of primes between 47 and 55.","2","List all prime numbers in the given range.

Count them.

Answer: 2","","47","55","8",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:71","CP-002","Easy","Range Counting","QL-005","ES-003","Count the prime numbers from 37 to 48.","4","List all prime numbers in the given range.

Count them.

Answer: 4","","37","48","11",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:72","CP-002","Easy","Range Counting","QL-006","ES-003","Find the number of primes between 20 and 42.","5","List all prime numbers in the given range.

Count them.

Answer: 5","","20","42","22",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:73","CP-002","Easy","Range Counting","QL-005","ES-003","Count the prime numbers from 27 to 50.","6","List all prime numbers in the given range.

Count them.

Answer: 6","","27","50","23",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:74","CP-002","Medium","Range Counting","QL-006","ES-003","Find the number of primes between 860 and 962.","13","List all prime numbers in the given range.

Count them.

Answer: 13","","860","962","102",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:75","CP-002","Easy","Range Counting","QL-006","ES-003","Find the number of primes between 57 and 102.","10","List all prime numbers in the given range.

Count them.

Answer: 10","","57","102","45",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:76","CP-002","Medium","Range Counting","QL-004","ES-003","How many prime numbers are there between 523 and 569?","6","List all prime numbers in the given range.

Count them.

Answer: 6","","523","569","46",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:77","CP-002","Medium","Range Counting","QL-004","ES-003","How many prime numbers are there between 189 and 370?","31","List all prime numbers in the given range.

Count them.

Answer: 31","","189","370","181",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:78","CP-002","Easy","Range Counting","QL-004","ES-003","How many prime numbers are there between 33 and 75?","10","List all prime numbers in the given range.

Count them.

Answer: 10","","33","75","42",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:79","CP-002","Hard","Range Counting","QL-005","ES-003","Count the prime numbers from 2123 to 2959.","107","List all prime numbers in the given range.

Count them.

Answer: 107","","2123","2959","836",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:80","CP-002","Easy","Range Counting","QL-006","ES-003","Find the number of primes between 30 and 71.","10","List all prime numbers in the given range.

Count them.

Answer: 10","","30","71","41",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:81","CP-002","Easy","Range Counting","QL-005","ES-003","Count the prime numbers from 86 to 108.","5","List all prime numbers in the given range.

Count them.

Answer: 5","","86","108","22",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:82","CP-002","Medium","Range Counting","QL-004","ES-003","How many prime numbers are there between 417 and 634?","35","List all prime numbers in the given range.

Count them.

Answer: 35","","417","634","217",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:83","CP-002","Medium","Range Counting","QL-004","ES-003","How many prime numbers are there between 581 and 717?","21","List all prime numbers in the given range.

Count them.

Answer: 21","","581","717","136",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:84","CP-002","Medium","Range Counting","QL-005","ES-003","Count the prime numbers from 171 to 418.","41","List all prime numbers in the given range.

Count them.

Answer: 41","","171","418","247",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:85","CP-002","Easy","Range Counting","QL-006","ES-003","Find the number of primes between 40 and 56.","4","List all prime numbers in the given range.

Count them.

Answer: 4","","40","56","16",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:86","CP-002","Hard","Range Counting","QL-004","ES-003","How many prime numbers are there between 4952 and 5731?","91","List all prime numbers in the given range.

Count them.

Answer: 91","","4952","5731","779",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:87","CP-002","Medium","Range Counting","QL-006","ES-003","Find the number of primes between 579 and 697.","19","List all prime numbers in the given range.

Count them.

Answer: 19","","579","697","118",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:88","CP-002","Easy","Range Counting","QL-005","ES-003","Count the prime numbers from 16 to 31.","5","List all prime numbers in the given range.

Count them.

Answer: 5","","16","31","15",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:89","CP-002","Medium","Range Counting","QL-005","ES-003","Count the prime numbers from 418 to 626.","34","List all prime numbers in the given range.

Count them.

Answer: 34","","418","626","208",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:90","CP-002","Medium","Range Counting","QL-004","ES-003","How many prime numbers are there between 366 and 510?","25","List all prime numbers in the given range.

Count them.

Answer: 25","","366","510","144",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:91","CP-002","Hard","Range Counting","QL-006","ES-003","Find the number of primes between 1304 and 1828.","68","List all prime numbers in the given range.

Count them.

Answer: 68","","1304","1828","524",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:92","CP-002","Easy","Range Counting","QL-005","ES-003","Count the prime numbers from 51 to 93.","9","List all prime numbers in the given range.

Count them.

Answer: 9","","51","93","42",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:93","CP-002","Easy","Range Counting","QL-005","ES-003","Count the prime numbers from 11 to 32.","7","List all prime numbers in the given range.

Count them.

Answer: 7","","11","32","21",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:94","CP-002","Easy","Range Counting","QL-005","ES-003","Count the prime numbers from 52 to 92.","9","List all prime numbers in the given range.

Count them.

Answer: 9","","52","92","40",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:95","CP-002","Easy","Range Counting","QL-006","ES-003","Find the number of primes between 46 and 51.","1","List all prime numbers in the given range.

Count them.

Answer: 1","","46","51","5",""
"NS-PRM-001:CP-002:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-002:96","CP-002","Easy","Range Counting","QL-005","ES-003","Count the prime numbers from 25 to 37.","3","List all prime numbers in the given range.

Count them.

Answer: 3","","25","37","12",""
